"LOCATION","Country","SUBJECT","Subject","SECTOR","Sector","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1995","1995",0.850272,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1996","1996",0.8605793,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.8400002,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.8130621,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.8357924,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.8171152,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.8087366,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.8085532,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.8139768,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.7940149,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.7870437,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.768649,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.7692035,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2008","2008",0.7570949,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2009","2009",0.8088891,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2010","2010",0.7946216,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1970","1970",0.5319347,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1971","1971",0.5372497,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1972","1972",0.5405853,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1973","1973",0.5344785,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1974","1974",0.5532143,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1975","1975",0.5644431,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1976","1976",0.5767382,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1977","1977",0.5815378,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1978","1978",0.595404,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1979","1979",0.5630245,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1980","1980",0.5472122,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1981","1981",0.5401654,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1982","1982",0.5307646,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1983","1983",0.5111406,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1984","1984",0.5051306,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1985","1985",0.5025795,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1986","1986",0.5029258,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1987","1987",0.5148519,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1988","1988",0.4977053,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1989","1989",0.4832219,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1990","1990",0.4798705,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1991","1991",0.4925871,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1992","1992",0.5057249,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1993","1993",0.499843,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1994","1994",0.511292,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1995","1995",0.5218884,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1996","1996",0.5292775,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.5332806,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.5547867,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.5565472,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.603556,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.6114815,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.6100922,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.608888,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.6155721,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.615248,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.6092476,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.619076,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2008","2008",0.6330855,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2009","2009",0.6307105,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2010","2010",0.6357117,,
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1970","1970",0.695998,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1971","1971",0.7022703,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1972","1972",0.7106434,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1973","1973",0.7259671,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1974","1974",0.7488933,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1975","1975",0.7444862,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1976","1976",0.7468321,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1977","1977",0.7352823,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1978","1978",0.7404619,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1979","1979",0.7281538,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1980","1980",0.7345306,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1981","1981",0.7380156,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1982","1982",0.7303526,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1983","1983",0.7125529,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1984","1984",0.6999131,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1985","1985",0.6977522,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1986","1986",0.6987198,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1987","1987",0.706551,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1988","1988",0.6996247,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1989","1989",0.6818683,"E","Estimated value"
"DEU","Germany","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1990","1990",0.6691725,"E","Estimated value"
